malleable_count,strategic_count,balanced_count,confident_count,static_count,winner_type,final_price,round_count,winner_valuation,efficiency
1,0,3,10,6,confident,1180,34,1177.8667030879799,180
1,0,3,11,5,static/inflex,1120,31,1133.6532351309143,120
1,0,3,12,4,confident,1060,28,1076.9490302721392,60
1,0,3,13,3,static/inflex,1280,39,1278.1011254272248,280
1,0,3,14,2,confident,1160,33,1177.4947343105064,160
1,0,3,15,1,confident,1100,30,1128.8338897108804,100
1,0,3,16,0,confident,1120,31,1132.2300948063657,120
1,0,4,0,15,static/inflex,1300,40,1320.8150069991461,300
1,0,4,1,14,balanced,1280,39,1291.7126756459327,280
1,0,4,2,13,static/inflex,1220,36,1297.730234341796,220
1,0,4,3,12,static/inflex,1160,33,1168.9241623571052,160
1,0,4,4,11,static/inflex,1280,39,1526.82897238482,280
1,0,4,5,10,static/inflex,1280,39,1331.4987955951815,280
1,0,4,6,9,static/inflex,1100,30,1133.896065764684,100
1,0,4,7,8,static/inflex,1180,34,1202.1405799180816,180
1,0,4,8,7,confident,1140,32,1293.5947555909638,140
1,0,4,9,6,static/inflex,1160,33,1278.4999834099983,160
1,0,4,10,5,static/inflex,1060,28,1048.9120366232962,60
1,0,4,11,4,static/inflex,1160,33,1201.9863067546798,160
1,0,4,12,3,static/inflex,1100,30,1093.0508433789819,100
1,0,4,13,2,static/inflex,1100,30,1216.3459847113854,100
1,0,4,14,1,confident,1180,34,1169.698222300924,180
1,0,4,15,0,confident,1120,31,1181.2288678467587,120
1,0,5,0,14,static/inflex,1220,36,1206.2220499256564,220
1,0,5,1,13,static/inflex,1140,32,1232.3556630416492,140
1,0,5,2,12,static/inflex,1240,37,1248.6383762859673,240
1,0,5,3,11,static/inflex,1340,42,1364.93637821322,340
1,0,5,4,10,confident,1080,29,1115.0344975739465,80
1,0,5,5,9,static/inflex,1160,33,1333.0745667272136,160
1,0,5,6,8,static/inflex,1280,39,1323.6017907021221,280
1,0,5,7,7,static/inflex,1200,35,1210.4460943774973,200
1,0,5,8,6,confident,1180,34,1194.6713935811267,180
1,0,5,9,5,static/inflex,1140,32,1246.6759800635962,140
1,0,5,10,4,confident,1180,34,1177.7373415178806,180
1,0,5,11,3,confident,1120,31,1271.2854583111525,120
1,0,5,12,2,confident,1140,32,1130.5318950867545,140
1,0,5,13,1,static/inflex,1120,31,1178.1032908121745,120
1,0,5,14,0,confident,1100,30,1146.7382974680263,100
1,0,6,0,13,static/inflex,1120,31,1230.4917765841399,120
1,0,6,1,12,static/inflex,1100,30,1159.6349820629453,100
1,0,6,2,11,static/inflex,1140,32,1311.9800926945413,140
1,0,6,3,10,confident,1180,34,1203.8521576558126,180
1,0,6,4,9,confident,1220,36,1268.9332520895184,220
1,0,6,5,8,static/inflex,1160,33,1306.0820751449053,160
1,0,6,6,7,static/inflex,1160,33,1241.947610275277,160
1,0,6,7,6,static/inflex,1100,30,1118.2670026875207,100
1,0,6,8,5,static/inflex,1100,30,1205.059198410136,100
1,0,6,9,4,confident,1120,31,1198.6856137276266,120
1,0,6,10,3,confident,1160,33,1155.9401374992256,160
1,0,6,11,2,balanced,1100,30,1134.642912703295,100
1,0,6,12,1,confident,1100,30,1156.095053032118,100
1,0,6,13,0,confident,1100,30,1209.1158902249601,100
1,0,7,0,12,static/inflex,1140,32,1200.9511657461226,140
1,0,7,1,11,static/inflex,1160,33,1187.2083285684694,160
1,0,7,2,10,static/inflex,1160,33,1175.067521024631,160
1,0,7,3,9,static/inflex,1160,33,1215.7163556846112,160
1,0,7,4,8,static/inflex,1140,32,1197.1036087431978,140
1,0,7,5,7,static/inflex,1160,33,1232.4489504354055,160
1,0,7,6,6,static/inflex,1340,42,1365.7813410821923,340
1,0,7,7,5,static/inflex,1060,28,1208.4551229293004,60
1,0,7,8,4,balanced,1160,33,1181.3633145041017,160
1,0,7,9,3,static/inflex,1180,34,1206.1222324807227,180
1,0,7,10,2,balanced,1000,25,1024.1881031360715,0
1,0,7,11,1,confident,1180,34,1178.368117282501,180
1,0,7,12,0,confident,1120,31,1173.2948394029868,120
1,0,8,0,11,static/inflex,1160,33,1174.914687209405,160
1,0,8,1,10,static/inflex,1320,41,1443.2072018075821,320
1,0,8,2,9,static/inflex,1140,32,1139.7656405744792,140
1,0,8,3,8,static/inflex,1160,33,1187.7302747900321,160
1,0,8,4,7,balanced,1140,32,1166.864887253329,140
1,0,8,5,6,static/inflex,1180,34,1165.835960188219,180
1,0,8,6,5,confident,1040,27,1134.749477778517,40
1,0,8,7,4,static/inflex,1160,33,1353.0493675629464,160
1,0,8,8,3,balanced,1140,32,1153.2427722571842,140
1,0,8,9,2,static/inflex,1140,32,1198.3613411619112,140
1,0,8,10,1,confident,1120,31,1147.747529660384,120
1,0,8,11,0,balanced,1140,32,1147.2991341039613,140
1,0,9,0,10,balanced,1060,28,1083.6802221739986,60
1,0,9,1,9,static/inflex,1160,33,1217.8971392010872,160
1,0,9,2,8,static/inflex,1120,31,1276.172023618923,120
1,0,9,3,7,static/inflex,1260,38,1486.2854782737738,260
1,0,9,4,6,balanced,1040,27,1057.3185037087237,40
1,0,9,5,5,static/inflex,1140,32,1255.2553585061141,140
1,0,9,6,4,static/inflex,1140,32,1172.487484407123,140
1,0,9,7,3,confident,1180,34,1202.5128807673893,180
1,0,9,8,2,static/inflex,1120,31,1168.734998353317,120
1,0,9,9,1,confident,1100,30,1205.1142086337525,100
1,0,9,10,0,confident,1080,29,1163.4799879572572,80
1,0,10,0,9,static/inflex,1140,32,1140.237024619695,140
1,0,10,1,8,static/inflex,1160,33,1154.3225285434253,160
1,0,10,2,7,static/inflex,1120,31,1219.7441063527215,120
1,0,10,3,6,static/inflex,1200,35,1444.2530817911918,200
1,0,10,4,5,balanced,1060,28,1048.010670540973,60
1,0,10,5,4,confident,1160,33,1245.1964362953518,160
1,0,10,6,3,static/inflex,1200,35,1223.684330463668,200
1,0,10,7,2,static/inflex,1220,36,1229.8196205023812,220
1,0,10,8,1,confident,1060,28,1135.1177756958725,60
1,0,10,9,0,confident,1060,28,1113.6591045692217,60
1,0,11,0,8,static/inflex,1160,33,1205.3128325214627,160
1,0,11,1,7,static/inflex,1060,28,1285.405605853528,60
1,0,11,2,6,static/inflex,1220,36,1223.0178653311305,220
1,0,11,3,5,confident,1120,31,1114.8746351338364,120
1,0,11,4,4,static/inflex,1040,27,1226.2564993876276,40
1,0,11,5,3,static/inflex,1140,32,1320.0200245630986,140
1,0,11,6,2,balanced,1040,27,1031.5276313634172,40
1,0,11,7,1,confident,1100,30,1275.7911091043998,100
1,0,11,8,0,balanced,1080,29,1135.2358296776345,80
1,0,12,0,7,static/inflex,1160,33,1207.7840019774912,160
1,0,12,1,6,balanced,1080,29,1088.1041851637378,80
1,0,12,2,5,static/inflex,1120,31,1293.6433938473888,120
1,0,12,3,4,confident,1100,30,1179.8014583790873,100
1,0,12,4,3,balanced,1100,30,1119.168228453464,100
1,0,12,5,2,confident,1060,28,1068.8161877634714,60
1,0,12,6,1,confident,1160,33,1227.690430518805,160
1,0,12,7,0,confident,1140,32,1153.0952855229589,140
1,0,13,0,6,static/inflex,1100,30,1162.7460026862545,100
1,0,13,1,5,static/inflex,1080,29,1068.5339188525556,80
1,0,13,2,4,static/inflex,1160,33,1224.0894080487521,160
1,0,13,3,3,static/inflex,1100,30,1152.9667107988964,100
1,0,13,4,2,confident,1100,30,1139.7096321909535,100
1,0,13,5,1,balanced,1080,29,1098.279641983867,80
1,0,13,6,0,confident,1120,31,1155.813602236288,120
1,0,14,0,5,static/inflex,1060,28,1264.038396602077,60
1,0,14,1,4,balanced,1080,29,1137.9887692473274,80
1,0,14,2,3,static/inflex,1160,33,1158.9746090344593,160
1,0,14,3,2,confident,1100,30,1174.4182889065125,100
1,0,14,4,1,balanced,1080,29,1073.251067299007,80
1,0,14,5,0,balanced,1080,29,1091.3153616006439,80
1,0,15,0,4,static/inflex,1140,32,1246.107748371788,140
1,0,15,1,3,balanced,1060,28,1057.0463730831423,60
1,0,15,2,2,confident,1160,33,1183.8296163763775,160
1,0,15,3,1,balanced,1120,31,1107.5196667600703,120
1,0,15,4,0,confident,1140,32,1196.723209083195,140
1,0,16,0,3,balanced,1080,29,1077.7299834623168,80
1,0,16,1,2,balanced,1040,27,1053.8653329837925,40
1,0,16,2,1,balanced,1080,29,1103.4187173110145,80
1,0,16,3,0,balanced,980,24,1018.3819220433375,20
1,0,17,0,2,balanced,1060,28,1110.0657483412783,60
1,0,17,1,1,balanced,1080,29,1124.6446409684086,80
1,0,17,2,0,confident,1180,34,1167.1939784670742,180
1,0,18,0,1,static/inflex,1120,31,1163.0768965207617,120
1,0,18,1,0,balanced,1080,29,1150.1480792653515,80
1,0,19,0,0,balanced,1140,32,1135.5300212972825,140
1,1,0,0,18,static/inflex,1200,35,1228.1634964769237,200
1,1,0,1,17,static/inflex,1220,36,1212.0435463225706,220
1,1,0,2,16,static/inflex,1220,36,1228.1272888837607,220
1,1,0,3,15,static/inflex,1280,39,1264.3762831172523,280
1,1,0,4,14,static/inflex,1180,34,1193.7923478672174,180
1,1,0,5,13,static/inflex,1320,41,1358.2018442360802,320
1,1,0,6,12,static/inflex,1260,38,1263.6006636767247,260
1,1,0,7,11,confident,1240,37,1238.0590917131901,240
1,1,0,8,10,static/inflex,1120,31,1159.9749971432846,120
1,1,0,9,9,static/inflex,1100,30,1416.378346427332,100
1,1,0,10,8,static/inflex,1220,36,1222.999061700618,220
1,1,0,11,7,static/inflex,1220,36,1284.3954789715679,220
1,1,0,12,6,confident,1200,35,1191.0839846745187,200
1,1,0,13,5,static/inflex,1100,30,1136.6812423284082,100
1,1,0,14,4,static/inflex,1100,30,1210.253838675556,100
1,1,0,15,3,confident,1140,32,1179.9290078128413,140
1,1,0,16,2,confident,1120,31,1177.1116863346524,120
1,1,0,17,1,confident,1140,32,1180.6871954415465,140
1,1,0,18,0,confident,1100,30,1195.8061136603194,100
1,1,1,0,17,static/inflex,1140,32,1153.5613808983387,140
1,1,1,1,16,static/inflex,1180,34,1403.8150862717173,180
1,1,1,2,15,static/inflex,1200,35,1236.2983024148177,200
1,1,1,3,14,static/inflex,1200,35,1255.7183004362187,200
1,1,1,4,13,static/inflex,1280,39,1288.4944336378092,280
1,1,1,5,12,static/inflex,1100,30,1275.888155968505,100
1,1,1,6,11,static/inflex,1260,38,1255.9993105755377,260
1,1,1,7,10,confident,1160,33,1164.7783444243441,160
1,1,1,8,9,confident,1180,34,1187.730011254594,180
1,1,1,9,8,confident,1100,30,1151.2014700784653,100
1,1,1,10,7,static/inflex,1140,32,1127.1642237068613,140
1,1,1,11,6,static/inflex,1040,27,1277.7528526123,40
1,1,1,12,5,static/inflex,1120,31,1145.7073774532798,120
1,1,1,13,4,confident,1220,36,1215.7533983523986,220
1,1,1,14,3,confident,1160,33,1254.6581293128093,160
1,1,1,15,2,confident,1200,35,1203.8489034168376,200
1,1,1,16,1,confident,1160,33,1180.8473361453384,160
1,1,1,17,0,confident,1080,29,1157.0496460346662,80
1,1,2,0,16,static/inflex,1160,33,1266.3593295365008,160
1,1,2,1,15,static/inflex,1140,32,1206.8394527015223,140
1,1,2,2,14,static/inflex,1180,34,1290.1048044335114,180
1,1,2,3,13,static/inflex,1180,34,1357.2907057026205,180
1,1,2,4,12,confident,1220,36,1232.553516692498,220
1,1,2,5,11,static/inflex,1200,35,1227.6452767393655,200
1,1,2,6,10,static/inflex,1120,31,1224.206960741167,120
1,1,2,7,9,static/inflex,1200,35,1319.309782083407,200
1,1,2,8,8,balanced,1100,30,1143.5971325042165,100
1,1,2,9,7,static/inflex,1020,26,1059.791266518363,20
1,1,2,10,6,static/inflex,1180,34,1205.0403023892568,180
1,1,2,11,5,confident,1120,31,1182.9158972125795,120
1,1,2,12,4,static/inflex,1180,34,1376.8407475420158,180
1,1,2,13,3,static/inflex,1080,29,1125.4094646041701,80
1,1,2,14,2,confident,1200,35,1231.7116077817404,200
1,1,2,15,1,balanced,1120,31,1111.864146316308,120
1,1,2,16,0,confident,1080,29,1243.417372620307,80
1,1,3,0,15,static/inflex,1200,35,1226.6817960451083,200
1,1,3,1,14,static/inflex,1140,32,1276.6354936748348,140
1,1,3,2,13,static/inflex,1280,39,1402.040577598888,280
1,1,3,3,12,static/inflex,1200,35,1324.0883626950817,200
1,1,3,4,11,static/inflex,1180,34,1302.1083289519215,180
1,1,3,5,10,static/inflex,1100,30,1116.8722915175279,100
1,1,3,6,9,balanced,1180,34,1195.4332566952164,180
1,1,3,7,8,static/inflex,1180,34,1208.302780329684,180
1,1,3,8,7,static/inflex,1160,33,1264.5252796911602,160
1,1,3,9,6,confident,1160,33,1158.2888832086087,160
1,1,3,10,5,confident,1080,29,1256.0133187959157,80
1,1,3,11,4,static/inflex,1260,38,1310.4430868932407,260
1,1,3,12,3,confident,1080,29,1068.115200706669,80
1,1,3,13,2,confident,1160,33,1153.4115411059865,160
1,1,3,14,1,confident,1100,30,1170.389404566007,100
1,1,3,15,0,balanced,1200,35,1191.0583702492756,200
1,1,4,0,14,balanced,1100,30,1107.9450577800517,100
1,1,4,1,13,static/inflex,1200,35,1201.4019086668495,200
1,1,4,2,12,static/inflex,1100,30,1138.7728166204888,100
1,1,4,3,11,static/inflex,1160,33,1220.0350685181459,160
1,1,4,4,10,static/inflex,1160,33,1268.16105892899,160
1,1,4,5,9,static/inflex,1180,34,1192.1646029716833,180
1,1,4,6,8,static/inflex,1160,33,1167.9548233106666,160
1,1,4,7,7,static/inflex,1180,34,1235.0117045872987,180
1,1,4,8,6,static/inflex,1180,34,1230.4628224091994,180
1,1,4,9,5,confident,1200,35,1210.6310719083135,200
1,1,4,10,4,static/inflex,1160,33,1234.1125236295513,160
1,1,4,11,3,confident,1140,32,1205.1754201060894,140
1,1,4,12,2,static/inflex,1160,33,1157.7667470857784,160
1,1,4,13,1,confident,1120,31,1121.3156852519858,120
1,1,4,14,0,confident,1200,35,1228.3758196782615,200
1,1,5,0,13,static/inflex,1160,33,1309.993451535452,160
1,1,5,1,12,static/inflex,1080,29,1242.7687446552268,80
1,1,5,2,11,static/inflex,1260,38,1324.8712769437445,260
1,1,5,3,10,static/inflex,1180,34,1259.6482663431407,180
1,1,5,4,9,static/inflex,1120,31,1167.2778813923,120
1,1,5,5,8,static/inflex,1240,37,1232.32839476025,240
1,1,5,6,7,static/inflex,1120,31,1118.2450637158465,120
1,1,5,7,6,static/inflex,1080,29,1148.9653825602088,80
1,1,5,8,5,confident,1160,33,1177.7206291381844,160
1,1,5,9,4,confident,1040,27,1224.196649522555,40
1,1,5,10,3,static/inflex,1080,29,1288.7040018183798,80
1,1,5,11,2,static/inflex,1060,28,1177.2207677790143,60
1,1,5,12,1,static/inflex,1200,35,1237.5871731895488,200
1,1,5,13,0,confident,1100,30,1177.5900388854839,100
1,1,6,0,12,static/inflex,1220,36,1223.8560320507013,220
1,1,6,1,11,static/inflex,1220,36,1265.2169207563202,220
1,1,6,2,10,static/inflex,1140,32,1236.036773232732,140
1,1,6,3,9,static/inflex,1200,35,1237.881990186068,200
1,1,6,4,8,static/inflex,1120,31,1298.1458093099607,120
1,1,6,5,7,balanced,1140,32,1131.1235140266513,140
1,1,6,6,6,static/inflex,1200,35,1189.398425339408,200
1,1,6,7,5,static/inflex,1160,33,1270.1396371574747,160
1,1,6,8,4,static/inflex,1140,32,1160.0101051293927,140
1,1,6,9,3,static/inflex,1120,31,1242.607432092841,120
1,1,6,10,2,confident,1060,28,1063.4668253356035,60
1,1,6,11,1,confident,1100,30,1111.8347041007996,100
1,1,6,12,0,confident,1140,32,1181.209399634494,140
1,1,7,0,11,static/inflex,1120,31,1263.1177146865443,120
1,1,7,1,10,static/inflex,1160,33,1175.6714239324726,160
1,1,7,2,9,static/inflex,1180,34,1210.1751592333737,180
1,1,7,3,8,static/inflex,1080,29,1188.7550775922714,80
1,1,7,4,7,static/inflex,1120,31,1200.2894536800177,120
1,1,7,5,6,confident,1140,32,1266.252994667166,140
1,1,7,6,5,static/inflex,1160,33,1250.478799598395,160
1,1,7,7,4,confident,1180,34,1177.7890071983645,180
1,1,7,8,3,confident,1160,33,1232.3553848170586,160
1,1,7,9,2,confident,1140,32,1179.880894045114,140
1,1,7,10,1,static/inflex,1140,32,1311.4525909440215,140
1,1,7,11,0,confident,1160,33,1161.958807120908,160
1,1,8,0,10,static/inflex,1140,32,1232.9703360486287,140
1,1,8,1,9,strategic/respon,1020,26,1011.4245269437091,20
1,1,8,2,8,static/inflex,1160,33,1243.7392400694832,160
1,1,8,3,7,static/inflex,1220,36,1312.457525306129,220
1,1,8,4,6,static/inflex,1220,36,1315.8130010710502,220
1,1,8,5,5,static/inflex,1160,33,1363.1670924389505,160
1,1,8,6,4,balanced,1020,26,1087.1156078667277,20
1,1,8,7,3,confident,1120,31,1148.0006714926606,120
1,1,8,8,2,static/inflex,1120,31,1144.5226917487787,120
1,1,8,9,1,confident,1140,32,1146.5770618729027,140
1,1,8,10,0,balanced,1220,36,1271.0109359812534,220
1,1,9,0,9,balanced,1140,32,1132.8321436447854,140
1,1,9,1,8,static/inflex,1140,32,1178.5586113312736,140
1,1,9,2,7,confident,1200,35,1240.784261702063,200
1,1,9,3,6,static/inflex,1240,37,1314.0081958660355,240
1,1,9,4,5,static/inflex,1160,33,1213.0916107651121,160
1,1,9,5,4,static/inflex,1180,34,1269.2353998079202,180
1,1,9,6,3,static/inflex,1080,29,1223.2185745957167,80
1,1,9,7,2,balanced,960,23,982.5067876613839,40
1,1,9,8,1,confident,1140,32,1279.9414312884833,140
1,1,9,9,0,confident,1180,34,1248.019182408884,180
1,1,10,0,8,static/inflex,1160,33,1196.2341167664945,160
1,1,10,1,7,static/inflex,1160,33,1213.700350954995,160
1,1,10,2,6,static/inflex,1120,31,1243.3359633557304,120
1,1,10,3,5,static/inflex,1100,30,1177.7296376743311,100
1,1,10,4,4,static/inflex,1100,30,1231.1027827428904,100
1,1,10,5,3,static/inflex,1120,31,1196.9709051497605,120
1,1,10,6,2,confident,1260,38,1243.7477955458442,260
1,1,10,7,1,static/inflex,1120,31,1117.4378854004583,120
1,1,10,8,0,confident,1060,28,1183.5354691991338,60
1,1,11,0,7,static/inflex,1180,34,1197.4030488380142,180
1,1,11,1,6,confident,1120,31,1286.0254863167931,120
1,1,11,2,5,static/inflex,1100,30,1178.3335229227198,100
1,1,11,3,4,static/inflex,1160,33,1155.2069173834154,160
1,1,11,4,3,balanced,1080,29,1097.1247538621226,80
1,1,11,5,2,balanced,1120,31,1180.7490550875739,120
1,1,11,6,1,confident,1080,29,1085.423118879856,80
1,1,11,7,0,confident,1080,29,1111.3989897666672,80
1,1,12,0,6,static/inflex,1100,30,1096.0863414099256,100
1,1,12,1,5,confident,1120,31,1169.9919982198246,120
1,1,12,2,4,balanced,1120,31,1213.693880019981,120
1,1,12,3,3,static/inflex,1100,30,1106.3509354149928,100
1,1,12,4,2,balanced,1100,30,1108.6703683614385,100
1,1,12,5,1,static/inflex,1120,31,1243.2813843901608,120
1,1,12,6,0,confident,1020,26,1093.8190016086855,20
1,1,13,0,5,balanced,1080,29,1071.898555060955,80
1,1,13,1,4,balanced,1080,29,1091.5848765793016,80
1,1,13,2,3,static/inflex,1120,31,1277.7256811596653,120
1,1,13,3,2,static/inflex,1040,27,1191.4829275208913,40
1,1,13,4,1,confident,1120,31,1138.3978801824437,120
1,1,13,5,0,confident,1140,32,1163.1527806330375,140
1,1,14,0,4,static/inflex,1140,32,1209.8968202365782,140
1,1,14,1,3,balanced,1160,33,1224.9122240102033,160
1,1,14,2,2,static/inflex,1100,30,1099.1307775254174,100
1,1,14,3,1,balanced,1040,27,1114.387268277499,40
1,1,14,4,0,confident,1060,28,1072.4487412164751,60
1,1,15,0,3,static/inflex,1100,30,1094.1383092395856,100
1,1,15,1,2,balanced,1060,28,1062.8838812053673,60
1,1,15,2,1,confident,1040,27,1083.4129265919064,40
1,1,15,3,0,balanced,1120,31,1145.1112907509405,120
1,1,16,0,2,balanced,1000,25,1017.3191959189434,0
1,1,16,1,1,balanced,1080,29,1077.06999517131,80
1,1,16,2,0,balanced,1080,29,1097.2378084338648,80
1,1,17,0,1,balanced,1040,27,1058.3956400416128,40
1,1,17,1,0,balanced,1080,29,1092.3546146238696,80
1,1,18,0,0,balanced,1060,28,1065.7503466922508,60
1,2,0,0,17,static/inflex,1120,31,1150.1608032377458,120
1,2,0,1,16,static/inflex,1280,39,1390.3805336246714,280
1,2,0,2,15,static/inflex,1180,34,1182.9422850182684,180
1,2,0,3,14,static/inflex,1160,33,1170.323298980746,160
1,2,0,4,13,static/inflex,1280,39,1294.6448859451216,280
1,2,0,5,12,static/inflex,1240,37,1387.8203281584288,240
1,2,0,6,11,static/inflex,1140,32,1207.7762029099038,140
1,2,0,7,10,static/inflex,1140,32,1155.8942405041485,140
1,2,0,8,9,confident,1160,33,1155.1748531294938,160
1,2,0,9,8,static/inflex,1120,31,1134.0385762577512,120
1,2,0,10,7,static/inflex,1220,36,1220.9820576534007,220
1,2,0,11,6,confident,1140,32,1253.309815245828,140
1,2,0,12,5,static/inflex,1060,28,1159.5088531411272,60
1,2,0,13,4,static/inflex,1160,33,1225.370977648925,160
1,2,0,14,3,confident,1120,31,1124.6073297059006,120
1,2,0,15,2,confident,1180,34,1184.661456700977,180
1,2,0,16,1,confident,1060,28,1179.2011877543234,60
1,2,0,17,0,confident,1120,31,1204.0273426783476,120
1,2,1,0,16,static/inflex,1220,36,1246.5931695640802,220
1,2,1,1,15,static/inflex,1180,34,1220.9629843945982,180
1,2,1,2,14,static/inflex,1140,32,1154.0549688576807,140
1,2,1,3,13,static/inflex,1220,36,1222.0526963606467,220
1,2,1,4,12,static/inflex,1200,35,1271.6328050604352,200
1,2,1,5,11,static/inflex,1260,38,1252.6185538568598,260
1,2,1,6,10,static/inflex,1120,31,1135.0105462085662,120
1,2,1,7,9,static/inflex,1220,36,1253.661894494399,220
1,2,1,8,8,confident,1180,34,1215.80483365895,180
1,2,1,9,7,static/inflex,1380,44,1468.475898642609,380
1,2,1,10,6,static/inflex,1140,32,1141.9254456495314,140
1,2,1,11,5,static/inflex,1100,30,1214.8083537963134,100
1,2,1,12,4,confident,1160,33,1228.489324302862,160
1,2,1,13,3,confident,1160,33,1166.4954278829377,160
1,2,1,14,2,confident,1160,33,1223.2586323977905,160
1,2,1,15,1,confident,1100,30,1176.9461779990954,100
1,2,1,16,0,confident,1200,35,1190.137280191762,200
1,2,2,0,15,static/inflex,1280,39,1306.005731414266,280
1,2,2,1,14,static/inflex,1240,37,1328.0848138449142,240
1,2,2,2,13,static/inflex,1280,39,1286.0476317171615,280
1,2,2,3,12,static/inflex,1100,30,1275.1322711113758,100
1,2,2,4,11,confident,1200,35,1208.7305249296032,200
1,2,2,5,10,static/inflex,1140,32,1194.6190807324388,140
1,2,2,6,9,confident,1080,29,1109.3560783255928,80
1,2,2,7,8,static/inflex,1180,34,1177.9011401322473,180
1,2,2,8,7,confident,1160,33,1168.4848029109428,160
1,2,2,9,6,static/inflex,1220,36,1233.7009529873087,220
1,2,2,10,5,confident,1240,37,1278.1903170175437,240
1,2,2,11,4,static/inflex,1240,37,1253.8071023553182,240
1,2,2,12,3,static/inflex,1180,34,1230.061485483761,180
1,2,2,13,2,confident,1120,31,1108.8988333556183,120
1,2,2,14,1,confident,1140,32,1201.042093071043,140
1,2,2,15,0,confident,1100,30,1088.8942652799274,100
1,2,3,0,14,static/inflex,1200,35,1271.2106021468067,200
1,2,3,1,13,static/inflex,1160,33,1240.6786664989029,160
1,2,3,2,12,static/inflex,1260,38,1260.6418781805303,260
1,2,3,3,11,static/inflex,1200,35,1246.5379216370438,200
1,2,3,4,10,static/inflex,1220,36,1252.6894080292202,220
1,2,3,5,9,static/inflex,1080,29,1101.353973448234,80
1,2,3,6,8,static/inflex,1140,32,1234.0690725242587,140
1,2,3,7,7,static/inflex,1140,32,1144.4602779825004,140
1,2,3,8,6,static/inflex,1040,27,1100.761857872993,40
1,2,3,9,5,static/inflex,1060,28,1093.8484307536914,60
1,2,3,10,4,static/inflex,1200,35,1217.2146529726479,200
1,2,3,11,3,confident,1120,31,1159.0070551336719,120
1,2,3,12,2,confident,1120,31,1133.9915260955115,120
1,2,3,13,1,confident,1160,33,1197.6614706417513,160
1,2,3,14,0,confident,1140,32,1229.0570704695306,140
1,2,4,0,13,static/inflex,1100,30,1191.9100580503055,100
1,2,4,1,12,static/inflex,1300,40,1318.3878693929164,300
1,2,4,2,11,static/inflex,1160,33,1231.8109103166526,160
1,2,4,3,10,confident,1160,33,1197.1564421742858,160
1,2,4,4,9,static/inflex,1140,32,1160.7384154539652,140
1,2,4,5,8,static/inflex,1260,38,1337.7421547060194,260
1,2,4,6,7,static/inflex,1220,36,1220.5317088932711,220
1,2,4,7,6,confident,1100,30,1103.3706816972483,100
1,2,4,8,5,confident,1140,32,1165.2316195910746,140
1,2,4,9,4,static/inflex,1120,31,1211.3198211178283,120
1,2,4,10,3,static/inflex,1120,31,1164.9504617480213,120
1,2,4,11,2,confident,1080,29,1132.6125665778181,80
1,2,4,12,1,confident,1100,30,1148.263907856618,100
1,2,4,13,0,confident,1080,29,1220.6750347275595,80
1,2,5,0,12,balanced,1120,31,1115.012400527562,120
1,2,5,1,11,static/inflex,1140,32,1306.6231507118553,140
1,2,5,2,10,static/inflex,1180,34,1318.7544448459948,180
1,2,5,3,9,static/inflex,1120,31,1116.4507523477546,120
1,2,5,4,8,static/inflex,1280,39,1267.3245214846238,280
1,2,5,5,7,static/inflex,1180,34,1164.6662910121117,180
1,2,5,6,6,static/inflex,1080,29,1168.7241036661092,80
1,2,5,7,5,static/inflex,1160,33,1165.18829269826,160
1,2,5,8,4,static/inflex,1160,33,1201.845730217358,160
1,2,5,9,3,static/inflex,1080,29,1071.7616137377818,80
1,2,5,10,2,confident,1160,33,1217.1686898510852,160
1,2,5,11,1,static/inflex,1120,31,1127.3615832727212,120
1,2,5,12,0,confident,1140,32,1139.0032702053763,140
1,2,6,0,11,static/inflex,1260,38,1396.5494627029182,260
1,2,6,1,10,static/inflex,1220,36,1285.8221368089203,220
1,2,6,2,9,static/inflex,1140,32,1166.02778508234,140
1,2,6,3,8,static/inflex,1140,32,1136.6881912909103,140
1,2,6,4,7,static/inflex,1080,29,1083.3514071372024,80
1,2,6,5,6,static/inflex,1120,31,1222.319134598952,120
1,2,6,6,5,confident,1140,32,1194.9485504872648,140
1,2,6,7,4,static/inflex,1100,30,1102.8640178350688,100
1,2,6,8,3,static/inflex,1120,31,1184.2923362887316,120
1,2,6,9,2,confident,1080,29,1104.7149998751513,80
1,2,6,10,1,confident,1060,28,1100.246534453616,60
1,2,6,11,0,confident,1060,28,1072.7914109533026,60
1,2,7,0,10,static/inflex,1100,30,1284.6189759891633,100
1,2,7,1,9,static/inflex,1200,35,1197.9693011173977,200
1,2,7,2,8,static/inflex,1240,37,1304.9435602066662,240
1,2,7,3,7,static/inflex,1220,36,1237.6394981751707,220
1,2,7,4,6,confident,1120,31,1207.4631485810937,120
1,2,7,5,5,static/inflex,1140,32,1214.357123926682,140
1,2,7,6,4,static/inflex,1160,33,1292.9989815990052,160
1,2,7,7,3,static/inflex,1200,35,1247.1699003848046,200
1,2,7,8,2,static/inflex,1280,39,1279.8022180663495,280
1,2,7,9,1,confident,1060,28,1056.591823647376,60
1,2,7,10,0,confident,1160,33,1271.0829669233192,160
1,2,8,0,9,static/inflex,1180,34,1303.2838256173732,180
1,2,8,1,8,static/inflex,1020,26,1058.4013966956354,20
1,2,8,2,7,static/inflex,1120,31,1220.5741496241958,120
1,2,8,3,6,static/inflex,1100,30,1406.9220661034217,100
1,2,8,4,5,confident,1120,31,1201.2291337101158,120
